Final_taxon	Label	Total_ASVs	LNHKK35-LP	LNHKK35-LP-COI.LN.Blk1	LNHKK35-LP-COI.LN.Blk2	LNHKK42-LP	LNHKK42-LP-COI.LN.Blk1	LNHKK42-LP-COI.LN.Blk2	LNHKK43-LP-COI.LN.Blk1	LNHKK43-LP-COI.LN.Blk2	LNHKK45-LP	LNHKK45-LP-COI.LN.Blk1	LNHKK45-LP-COI.LN.Blk2	LNHKK47-LP	LNHKK47-LP-COI.LN.Blk2	LNHKK51-LP	LNHKK51-LP-COI.LN.Blk1	LNHKK51-LP-COI.LN.Blk2	LNHKK53-AC-COI.LN.Blk1	LNKWC07-AC	LNKWC07-AC-COI.LN.Blk1	LNKWC07-AC-COI.LN.Blk2	LNKWC08-AC	LNKWC08-AC-COI.LN.Blk1	LNKWC08-AC-COI.LN.Blk2	LNKWC09-AC-COI.LN.Blk1	LNKWC10-AC	LNKWC10-AC-COI.LN.Blk1	LNKWC10-AC-COI.LN.Blk2	LNKWC12-AC	LNKWC12-AC-COI.LN.Blk1	LNKWC12-AC-COI.LN.Blk2	LNKWC13-AC	LNKWC13-AC-COI.LN.Blk1	LNKWC13-AC-COI.LN.Blk2	LNKWC15-AC	LNKWC15-AC-COI.LN.Blk1	LNKWC15-AC-COI.LN.Blk2	LNKWC16-AC	LNKWC16-AC-COI.LN.Blk1	LNKWC16-AC-COI.LN.Blk2	LNKWC17-LP	LNKWC17-LP-COI.LN.Blk1	LNKWC17-LP-COI.LN.Blk2	LNKWC18-LP	LNKWC18-LP-COI.LN.Blk1	LNKWC18-LP-COI.LN.Blk2	LNKWC19-LP	LNKWC19-LP-COI.LN.Blk1	LNKWC19-LP-COI.LN.Blk2	LNKWC20-LP-COI.LN.Blk1	LNKWC21-NA-COI.LN.Blk1	LNKWC22-LP	LNKWC22-LP-COI.LN.Blk2	LNMAW16-AC	LNMAW16-AC-COI.LN.Blk2	LNMAW17-AC-COI.LN.Blk1	LNMAW17-AC-COI.LN.Blk2	LNTYE10-LL	LNTYE10-LL-COI.LN.Blk1	LNTYE10-LL-COI.LN.Blk2	LNTYE11-LL	LNTYE11-LL-COI.LN.Blk1	LNTYE11-LL-COI.LN.Blk2	LNTYE12-LL	LNTYE12-LL-COI.LN.Blk1	LNTYE12-LL-COI.LN.Blk2	LNTYE13-LL	LNTYE13-LL-COI.LN.Blk1	LNTYE13-LL-COI.LN.Blk2	LNTYE14-LL	LNTYE14-LL-COI.LN.Blk1	LNTYE14-LL-COI.LN.Blk2	LNTYE15-LL	LNTYE15-LL-COI.LN.Blk1	LNTYE15-LL-COI.LN.Blk2	LNTYE16-LL	LNTYE16-LL-COI.LN.Blk1	LNTYE16-LL-COI.LN.Blk2	LNTYE17-LP	LNTYE17-LP-COI.LN.Blk1	LNTYE17-LP-COI.LN.Blk2	LNTYE18-LL	LNTYE18-LL-COI.LN.Blk1	LNTYE18-LL-COI.LN.Blk2	LNTYE19-LL	LNTYE19-LL-COI.LN.Blk1	LNTYE19-LL-COI.LN.Blk2	LNTYE20-LL	LNTYE20-LL-COI.LN.Blk1	LNTYE20-LL-COI.LN.Blk2	LNTYE21-LL	LNTYE21-LL-COI.LN.Blk1	LNTYE21-LL-COI.LN.Blk2	LNTYE22-LL-COI.LN.Blk2	LNTYE23-LL	LNTYE23-LL-COI.LN.Blk1	LNTYE23-LL-COI.LN.Blk2	LNTYE24-LL	LNTYE24-LL-COI.LN.Blk1	LNTYE24-LL-COI.LN.Blk2	LNTYE26-LP	LNTYE26-LP-COI.LN.Blk1	LNTYE26-LP-COI.LN.Blk2	Total_read
p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Simulium;s__doipuiense	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Simulium;s__nakhonense	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Simulium;s__siamense	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Diptera;f__Simuliidae;g__Simulium;s__tani	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
p__Arthropoda;c__Insecta;o__Diptera;f__Tabanidae;g__Haematopota	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
p__Arthropoda;c__Insecta;o__Diptera;f__Tipulidae	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	29	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	207
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetidae	Prey - Insect	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetidae;g__Pseudocloeon	Prey - Insect	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	51	784	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Baetidae;g__Tenuibaetis	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Caenidae;g__Caenis	Prey - Insect	2	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Caenidae;g__Caenis;s__ulmeriana	Prey - Insect	8	0	0	0	0	0	7	0	0	0	0	0	0	4106	0	39	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4168
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemeridae;g__Ephemera	Prey - Insect	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2832	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	716	0	0	0	0	86	0	20	0	0	0	27	125	88	0	0	0	0	0	0	0	0	0	0	3918
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Heptageniidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Leptophlebiidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Leptophlebiidae;g__Leptophlebiidae	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Neoephemeridae;g__Potamanthellus;s__caenoides	Prey - Insect	2	0	0	0	0	0	0	152	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Teloganodidae	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	17
p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Teloganodidae;g__Dudgeodes	Prey - Insect	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	28	62	65	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	64	0	0	0	0	15	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	318	820	0	0	0	0	0	0	2137
p__Arthropoda;c__Insecta;o__Hemiptera	Prey - Insect	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	16	7	7	0	12	0	22	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	24	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	119	49	68	17	0	0	537
p__Arthropoda;c__Insecta;o__Hemiptera;f__Aphelocheiridae	Prey - Insect	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	334	2439	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150
p__Arthropoda;c__Insecta;o__Hemiptera;f__Belostomatidae	Prey - Insect	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
p__Arthropoda;c__Insecta;o__Hemiptera;f__Belostomatidae;g__Lethocerus	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
p__Arthropoda;c__Insecta;o__Hemiptera;f__Belostomatidae;g__Lethocerus;s__indicus	Prey - Insect	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	3	0	36	0	0	5	1306	4034	5646	3	5	5	3	5	5	0	0	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11076
p__Arthropoda;c__Insecta;o__Hemiptera;f__Diaspididae	Prey - Insect	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
p__Arthropoda;c__Insecta;o__Hemiptera;f__Enicocephalidae	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	6	54	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	4	0	0	0	0	0	3	0	0	0	119
p__Arthropoda;c__Insecta;o__Hemiptera;f__Halimococcidae	Prey - Insect	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	8	7	0	0	0	25	18	0	0	0	0	0	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	77	0	34	83	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	67	0	6	0	0	58	9	0	0	0	18	17	0	0	14	4	0	0	0	0	0	0	0	318	145	126	0	0	11	1105
p__Arthropoda;c__Insecta;o__Hemiptera;f__Halimococcidae;g__Colobopyga;s__pritchardiae	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
p__Arthropoda;c__Insecta;o__Hemiptera;f__Issidae	Prey - Insect	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	134	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574
p__Arthropoda;c__Insecta;o__Hemiptera;f__Issidae;g__Flavina	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	25	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
p__Arthropoda;c__Insecta;o__Hemiptera;f__Naucoridae;g__Gestroiella;s__limnocoroides	Prey - Insect	1	0	2	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137
p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae	Prey - Insect	28	0	0	0	0	122	115	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	10	0	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	4	3	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	264	28	14	0	2	0	9	2	0	0	0	11	0	39	0	0	0	23	79	64	0	0	0	0	0	2	0	248	227	232	0	4	0	1582
p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;g__Rhynocoris	Prey - Insect	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	6	0	2	0	53
p__Arthropoda;c__Insecta;o__Hemiptera;f__Reduviidae;g__Rhynocoris;s__kumarii	Prey - Insect	39	18	5	0	0	934	0	0	0	0	2	0	0	0	0	0	0	0	39	0	23	139	11	71	0	0	37	0	15	20	0	0	15	0	10	27	4	0	0	0	0	0	100	116	744	309	14	17	0	0	12	0	0	0	0	0	0	101	97	74	0	0	0	5	4	0	0	0	2	4856	2910	1463	1984	839	779	26	22	55	0	0	0	22	265	18	0	0	0	320	160	590	0	2	0	0	0	0	6	1351	1217	1199	22	0	60	21131
p__Arthropoda;c__Insecta;o__Hemiptera;f__Scutelleridae;g__Scutelleridae;s__sp.	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
p__Arthropoda;c__Insecta;o__Hymenoptera	Prey - Insect	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	6	0	3	0	0	0	0	0	2	0	2	3	0	0	0	3	0	301	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	53	318	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Agaonidae;g__Ceratosolen;s__fusciceps	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Apidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Apidae;g__Geniotrigona;s__thoracica	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Diapriidae	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	16	100
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae	Prey - Insect	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	33	0	213	0	2	0	0	0	0	0	0	0	20	3	7	0	0	0	0	0	0	0	0	2	15	6	0	35	15	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Anoplolepis	Prey - Insect	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6962	6	0	9	8	0	6662	6	17162	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	5	0	12	16	11	0	0	7	21	37	138	58	41	53	31236
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Camponotus	Prey - Insect	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	464	683	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Camponotus;s__nicobarensis	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Carebara	Prey - Insect	5	0	0	3	0	0	2	263	1873	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2145
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Carebara;s__diversa	Prey - Insect	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Crematogaster	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16
