Final_taxon	Label	Total_ASVs	LNHKK01 (LP)	LNHKK02 (LP)	LNHKK32 (LP)	LNHKK33 (LP)	LNHKK34 (LP)	LNHKK35 (LP)	LNHKK36 (LP)	LNHKK39 (LP)	LNHKK42 (LP)	LNHKK43 (LP)	LNHKK44 (LL)	LNHKK45 (LP)	LNHKK46 (LL)	LNHKK47 (LP)	LNHKK48 (LL)	LNHKK49 (LL)	LNHKK51 (LP)	LNHKK52 (LL)	LNHKK54 (LL)	LNKB139 (LP)	LNKB140 (LP)	LNKB142 (AC)	LNKB143 (AC)	LNKB144 (LP)	LNKB145 (AC)	LNKB146 (LP)	LNKB147 (LP)	LNKB148 (AC)	LNKB149 (LP)	LNKB150 (LP)	LNKB151 (LP)	LNKBMG036 (AC)	LNKBMG048 (AC)	LNKBMG049 (AC)	LNKBMG050 (AC)	LNKBMG091 (AC)	LNKBMG133 (AC)	LNKLA01 (LP)	LNKWC03 (LP)	LNKWC05 (LP)	LNKWC11 (AC)	LNKWC16 (AC)	LNMAW01 (LP)	LNMAW02 (LP)	LNMAW08 (LP)	LNMAW09 (LP)	LNMAW10 (LP)	LNMAW12 (LP)	LNNKS14 (AC)	LNNKS15 (AC)	LNNKS16 (AC)	LNNKS17 (AC)	LNPTL07 (AC)	LNPTL08 (LP)	LNPTL09 (AC)	LNPTL10 (LP)	LNPTL11 (LP)	LNPTL12 (LP)	LNPTL13 (LP)	LNPTL14 (LP)	LNPTL15 (LP)	LNPTL17 (LP)	LNPTL18 (LP)	LNPTL19 (LP)	LNPTL20 (AC)	LNPTL21 (AC)	LNPTL22 (AC)	LNPTL24 (LP)	LNSK18 (AC)	LNSK19 (AC)	LNSK20 (AC)	LNSK21 (LP)	LNSK22 (LP)	LNSK23 (LP)	LNSK24 (AC)	LNSK25 (LP)	LNSK26 (LP)	LNSK29 (AC)	LNSK30 (AC)	LNSK31 (LP)	LNSK32 (LP)	LNSK33 (LP)	LNSK34 (LP)	LNSK35 (AC)	LNSK37 (LP)	LNSK38 (AC)	LNSK40 (AC)	LNSK41 (AC)	LNSK42 (AC)	LNSK43 (LP)	LNSK44 (LP)	LNSK45 (LP)	LNSK46 (AC)	LNSK47 (AC)	LNSK48 (AC)	LNSTU34 (AC)	LNSTU35 (LP)	LNSTU36 (AC)	LNSTU37 (LP)	LNSTU38 (LP)	LNSTU39 (AC)	LNSTU40 (AC)	LNSTU41 (LP)	LNSTU42 (LP)	LNSTU43 (LP)	LNSTU44 (LP)	LNSTU45 (LP)	LNSTU46 (AC)	LNSTU47 (AC)	LNSTU48 (AC)	LNSTU49 (LP)	LNTR100 (LP)	LNTR101 (LP)	LNTR102 (LP)	LNTR85 (LP)	LNTR86 (LP)	LNTR87 (LP)	LNTR88 (AC)	LNTR89 (LP)	LNTR90 (AC)	LNTR91 (LP)	LNTR92 (AC)	LNTR93 (AC)	LNTR94 (LP)	LNTR95 (LP)	LNTR96 (LP)	LNTR97 (LP)	LNTR98 (LP)	LNTR99 (LP)	LNTYE17 (LP)	LNTYE21 (LL)	LNTYE22 (LL)	LNTYE23 (LL)	LNTYE24 (LL)	LNUMP02 (LP)	Total_read
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Balitoridae;g__Homalopteroides;s__smithi	Prey - Fish	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae	Prey - Fish	4	0	0	0	0	0	0	0	0	0	0	0	229	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Acantopsis	Prey - Fish	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cobitidae;g__Acantopsis;s__choirorhynchos	Prey - Fish	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae	Prey - Fish	125	16330	43325	240	14180	32598	2811	112	575	2799	252	418	58926	461	1388	5782	3050	239	41037	6388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	673	34097	440	3467	114	137	178	129	334	248	87	0	44	6	0	0	7	2	24	38	1193	5	97	4765	12	203	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	330	180	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	222	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	8316	3927	335	18153	118513	428227
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Barbodes	Prey - Fish	26	19	10097	18	70	20	11	4	14	0	9	26	301	19	734	18	51	157	28	3699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	37235	415	131	8	92	1918	95	126	230	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	523	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128745	8	53	19	29	417	187375
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Barbonymus	Prey - Fish	19	178	962	176	145	173	1128	72	68657	4338	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158	82	19	0	45	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77585
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Barbonymus;s__gonionotus	Prey - Fish	66	227	298	217	134	266	152	102	120	49	44424	0	14	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	1402	246	66	149	1290	68	62291	55835	20308	190	232763	38875	3118	395	77	144	116	68	7	0	0	0	3	240	49	0	0	0	0	0	0	0	0	0	0	1188	212	563	425	18549	5351	104317	13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29776	139	52	22	0	0	0	47	73	20	30	23	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638560
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Cirrhinus	Prey - Fish	3	0	86	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Cirrhinus;s__molitorella	Prey - Fish	1	61	61	55	73	99	51	24	43	15	10909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11391
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Crossocheilus	Prey - Fish	3	0	0	0	0	0	0	0	0	0	0	0	331	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Cyclocheilichthys	Prey - Fish	18	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18	101	43542	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	24	45086
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Cyclocheilichthys;s__apogon	Prey - Fish	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	87	41	424	973	2456	14716	17	29	19	10	58	0	0	0	992	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19842
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Garra;s__litanensis	Prey - Fish	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Hampala;s__macrolepidota	Prey - Fish	17	0	0	0	0	0	0	0	0	44	0	0	54	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12651	0	25	0	0	6	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	19	244	144	82	10759	15	12	12	8	7	0	0	0	8	0	0	0	71	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	20	169	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	48	25410
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Henicorhynchus	Prey - Fish	2	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Henicorhynchus;s__siamensis	Prey - Fish	28	53846	4471	232222	485	720	7668	73924	435	191	357	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374456
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Hypsibarbus	Prey - Fish	13	156	256	136	92	130	93	38	80	22	25023	0	35069	0	2951	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	9	6136	758	518	113781	765	7317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194647
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Labeo	Prey - Fish	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	1334	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Labiobarbus	Prey - Fish	16	0	203	0	0	0	141	0	0	4	0	0	0	0	29	0	0	749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	180	17624	16	27	12	15	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19272
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Labiobarbus;s__lineatus	Prey - Fish	2	0	0	0	0	0	0	0	0	46	0	0	7176	0	65986	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	28	60	61	69	89	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73689
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Labiobarbus;s__spilopleura	Prey - Fish	36	17689	1125	1578	70487	71723	92374	172	402	90	303	0	113	0	129	0	0	48357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	42	21	0	0	23	46	52	57	53	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	16371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	18	321318
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Mystacoleucus	Prey - Fish	14	0	0	0	0	2	0	0	0	0	0	0	6	411	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3211	0	0	0	3675
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Mystacoleucus;s__marginatus	Prey - Fish	36	103	48841	65	56	87	102	38	875	1357	59	27579	49738	14430	128120	4872	333	212	148	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246122	205	461	0	0	1983	186	178	183	223	99	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	1213	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	42	307	172	238	463	533443
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Neolissochilus	Prey - Fish	12	0	0	0	0	0	0	0	0	0	0	64	10	99	1	42	55	1	52	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	1191	5	0	3	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	13	113	20	0	29	7	0	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	136	88	18988	6	22413
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Osteochilus	Prey - Fish	39	34017	1614	316	44740	32746	27206	156	196	66	112	0	343	0	975	0	0	15907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	101	151	379	19497	15909	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	194751
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Osteochilus;s__hasseltii	Prey - Fish	17	162	487	170	130	166	158	18502	91	1119	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	332	430	531	19243	17	34	18	13	451	80	64	111	1716	65	43819	54	19311	0	0	3	1015	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108422
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Osteochilus;s__melanopleura	Prey - Fish	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	175	42	20	8669	0	9	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8957
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Puntioplites	Prey - Fish	6	0	43	0	0	10	0	0	0	728	0	0	14	0	6604	67	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7486
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Puntius	Prey - Fish	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	216	52	17	8639	4	19	4	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9087
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Scaphiodonichthys	Prey - Fish	6	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Scaphiodonichthys;s__acanthopterus	Prey - Fish	11	0	0	0	0	0	0	0	0	0	0	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	629	2146	22843	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	26127
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Scaphiodonichthys;s__burmanicus	Prey - Fish	2	25	6526	21	11	12	0	0	14	0	0	24	0	39	0	12	25	0	3959	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	521	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	13	11	29	30	46921	60032
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Systomus;s__orphoides	Prey - Fish	5	12991	217	1160	12	19	32	8	5	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14461
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Cyprinidae;g__Tor	Prey - Fish	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae	Prey - Fish	6	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130
p__Chordata;c__Actinopteri;o__Cypriniformes;f__Danionidae;g__Devario	Prey - Fish	10	0	0	0	0	0	0	0	0	0	0	23	0	25	0	8	11	0	515	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8322	11075	29	18	0	20075
